"0";"Contrat de la forge mystique"
"1";"Zélote[pl:"Zélotes"] du Blanc-Manteau"
"2";"Guérison de base"
"3";"Une pluie de météores s'abat sur la zone ciblée.
<c=@reminder>Les dégâts infligés à chaque cible sont réduits chaque fois que celle-ci est touchée par la capacité.</c>"
"4";"Journal de Zommoros"
"5";"Chacal éveillé"
"6";"Détruire le pylône de contrôle sud-ouest de l'Enqueste éveillé."
"7";"Monde contre Monde Pas de statut "À terre""
"8";"Avant-garde du Pacte, Promontoire de Jahai"
"9";"Les gens parlent de vous... enfin, surtout les chefs cuisiniers. Ils disent que vous êtes une future superstar de la gastronomie. Je connais le goût du talent, alors pourquoi ne pas me préparer un plateau dégustation du chef afin que je vous donne mon avis professionnel ? Grâce à moi, vous atteindrez la gloire !

Je vous attendrai près de chez vous. On se dépêche !



– Seimur"
"10";"Pioche de mineur des sables mouvants"
"11";"[M]Plateau[pl:"Plateaux"] dégustation du chef"
"12";"Le statut "À terre" est désactivé en McM pour la durée de cet événement ! Par ailleurs, vos gains d'EXPM sont doublés, et votre progression en parcours de récompenses ainsi que votre découverte de magie sont augmentées !"
"13";"Village de la pureté, la Désolation"
"14";"Explosion reconstructrice"
"15";"Quelque part dans les Hautes-terres du désert"
"16";"Vous avez parlé à Zaeim et accédé à sa requête"
"17";"<c=@flavor>Un jour, cette larve deviendra une fidèle monture.</c>"
"18";"Teinture[pl:"Teintures"] fléau"
"19";"[F]Apparence[pl:"Apparences"] de chacal éveillé"
"20";"Faux du soleil"
"21";"Une clé ouvragée. Elle doit ouvrir quelque chose."
"22";"[F]Apparence[pl:"Apparences"] de raptor éveillé"
"23";"Teinture[pl:"Teintures"] sarcophage"
"24";"[F]Apparence[pl:"Apparences"] de frappesol éveillé"
"25";"Amnoon, Oasis de cristal"
"26";"Quelque part au Domaine de Vabbi"
"27";"Augmentation des soins conférés aux autres alliés"
"28";"Apparence[pl:"Apparences"] de Bâton faux du soleil"
"29";"Piller"
"30";"Quelque part au Promontoire de Jahai"
"31";"Quartier d'Ossa, Promontoire divin"
"32";"Quelque part au Promontoire de Jahai"
"33";"Maître des griffons des Falaises labyrinthiques : argent"
"34";"Provisions volées"
"35";"Faire preuve de pitié"
"36";"À quelques jours de marche, à l'est d'Amnoon, dans les profondeurs de cette mer de sable, je me trouvai un jour dans une situation fort heureuse. Je vis quatre djinns s'approcher en planant, en pleine chamaillerie à propos de leur nature élémentaire.

Je restai immobile pendant un moment, à écouter leur débat grandiloquent, et je compris avec fascination que les djinns se disputaient depuis des mois, sans interruption, peu importe l'heure, le temps ou les passants qu'ils croisaient. Les djinns, comme je le découvris par la suite, n'ont pas les mêmes besoins que les autres êtres vivants qui peuplent la Tyrie. L'élément qui les lie au monde semble être la seule chose nécessaire à leur survie.

Malheureusement, comme beaucoup de visiteurs en cette mer de sable désolée, j'étais perdu et je n'avais pas assez d'énergie et de provisions pour chercher d'autres moyens de trouver mon chemin.

Lorsque je m'approchai des quatre djinns, c'est à peine s'ils me remarquèrent. Celui qui était fait de feu ne me prêta qu'une attention brève, le temps de cracher des propos obscènes avant de reprendre son discours. Le djinn de l'air m'ignora royalement, son regard me traversa comme si j'étais moi-même fait de son élément. Le djinn de terre s'extirpa de ses pensées un instant et me regarda avec mépris. Ce fut le djinn d'eau qui décida de prendre la parole.

"Peut-être qu'il pourrait trancher ! dit-il, en levant un bras dans ma direction. Un avis neutre nous permettrait de sortir de cette impasse insupportable !"

Les trois autres arrêtèrent enfin de se disputer et me toisèrent, comme une vulgaire mouche venant gâcher leur petit-déjeuner. "Lui ? dit le djinn de feu avec une mine déçue, il est plutôt petit, non ? Comment pourrait-il connaître l'ampleur de la question ?"

