"0";"Combiner cinq fioles cristallines corrompues différentes pour créer le coffret de fioles cristallines corrompues."
"1";"Votre Héraut"
"2";"Bâton explosif assaillant de Sabetha"
"3";"Cristal vivant infusé"
"4";"Puissance +20
Précision +20
Robustesse +10
Concentration +10"
"5";"Flasque hylek vide"
"6";"Crique de Sud-Soleil"
"7";"Lance-flammes"
"8";"Apparence[pl:"Apparences"] de fusil impitoyable"
"9";"Jus de scarabée"
"10";"[M]Talisman de Garr guérisseur"
"11";"Mucus malodorants"
"12";"Kit[pl:"Kits"] de teintures carillons d'hiver"
"13";"Combiner les quatre sanies en ayant la flasque hylek vide dans votre inventaire pour créer l'alkahest de sanies."
"14";"À combiner avec une arme liée par le sang, une pierre philosophale et 5 tas de poussière cristalline dans la forge mystique pour réinitialiser les statistiques de l'arme."
"15";"Pour basculer sur la boîte de saisie."
"16";"Récompenses d'artisanat"
"17";"Fusil-harpon lié par le sang"
"18";"Envoyer au sous-groupe %str1%"
"19";"Terres sauvages de Brisban"
"20";"Trouvé dans le coffre du Réacteur de Thaumanova après avoir vaincu l'élémentaire de feu de la Province de Metrica."
"21";"Point de passage du Poste de commandement sud"
"22";"[PF]Ailes de la gloire d'élite%str2%%str1%%str3%%str4%"
"23";"Salutations, l'ami[f:"amie"],

Le printemps ne tardera pas à venir et le Monastère Eldvin est en plein préparatif pour la nouvelle saison de brassage. La pilsner du mois a été inspirée par l'Arbre clair. Bière cristalline qui se déguste au printemps, son goût de houblon balance à merveille les autres saveurs qui la composent.

Bonne santé et buvez une chope à la mienne !

– Desch Metz,
Maître brasseur du Monastère Eldvin"
"24";"Clé[pl:"Clés"] d'encodage fractal à prix vraiment cassé"
"25";"Double-cliquez pour ouvrir.
Contient du butin de créatures
<c=@reminder>Cet objet est affecté par la Découverte de magie.</c>"
"26";"Desch Metz, maître brasseur"
"27";"Recette[pl:"Recettes"] : pantalon de guilde orné"
"28";"Contient le trophée d'or de la Ligue des guildes-challengers, des potions de récompense JcJ, un coupon, une pièce et des objets de décoration de la Ligue des guildes-challengers qui vous permettent de restaurer votre arène de guilde."
"29";"Lancer de présent d'Hivernel"
"30";"Trophée de platine de la Ligue des guildes-challengers de la saison 1"
"31";"Tir de piques"
"32";"Point de passage du Camp avant sud"
"33";"Boîte[pl:"Boîtes"] de pièces d'armure glorieuse"
"34";"Deltaplane de l'Ascension"
"35";"Remporter 3 fois la victoire dans le Chaos des neiges pendant Hivernel."
"36";"Spore[pl:"Spores"] de champignon invisible de berserker"
"37";"Bouteille[pl:"Bouteilles"] de lager estivale à l'orange et à la pierre de sang"
"38";"Double-cliquez pour apprendre la recette de barre aux baies d'Omnom et à la menthe poivrée pour maître queux."
"39";"Récompense de bronze de la Ligue des guildes-challengers"
"40";"Vous devez acheter l'essence de défi pour acheter cet objet."
"41";"Mini-présent[s] skritt[pl:"skritts"] munificent[pl:"munificents"]"
"42";"Détruisez les récupérateurs des lignes de force et alimentez le golem pour attirer le régent chak."
"43";"À combiner dans la forge mystique avec des mini-présents skritts pour améliorer leur esprit d'Hivernel."
"44";"Toujours afficher mon nom"
"45";"Point de passage du Camp avancé sud"
"46";"Papier cadeau"
"47";"Brise-porte"
"48";"Mitraillage"
"49";"Salutations, l'ami[f:"amie"],

La joie, les blagues et la créativité sont à l'honneur ce mois-ci, et nos amis de la Citadelle noire ont créé un breuvage délicieux, bien que curieux. La Rytlager Brimstout est une bière forte qui ne pardonne pas, d'où son nom parfaitement choisi. Il va sans dire que les brasseurs avaient largement "goûté" leur breuvage avant de le nommer.

Bonne santé et buvez une chope à la mienne !

– Desch Metz,
Maître brasseur du Monastère Eldvin"
"50";"Mini-têtenflèche[s]"
"51";"Ce joueur se trouve dans une autre instance de la carte."
"52";"Nouveau mini-têtenflèche disponible !"
"53";"En combiner 5 dans la forge mystique avec 2 cristaux de vision, 250 éclats de gloire et un noyau des Brumes parfait pour créer un don d'escarmouche."
"54";"Présent[pl:"Présents"] emballé[pl:"emballés"] donné[pl:"donnés"] : %num1%/%num2%"
"55";"Vous devez acheter l'essence de discipline pour acheter cet objet."
"56";"Présent[pl:"Présents"] emballé[pl:"emballés"]"
"57";"Double-cliquez pour invoquer cette miniature qui vous suivra partout. Vous ne pouvez utiliser qu'une seule miniature à la fois."
"58";"Gage d'amitié offert par Varonos Saszglop de Doubleboucle à la fin des jeux quaggans."
"59";"Libère des kits médicaux"
"60";"Tenue de solstice d'hiver"
"61";"Mission McM durant laquelle les membres doivent coopérer pour terminer plusieurs défis et tâches McM."
"62";"Double-cliquez pour apprendre la recette de boule de crème glacée au coulis de menthe poivrée et aux baies pour maître queux."
"63";"Bouteille[pl:"Bouteilles"] de Rytlager Brimstout"
"64";"Ce présent peut être offert aux orphelins du Promontoire divin.<br><c=@flavor>"En cette période de fêtes, n'oubliez pas les orphelins. Le plus petit présent peut apporter la plus grande joie."</c>– Reine Jennah"
"65";"Point de passage du Camp avant central"
"66";"Recette[pl:"Recettes"] : habits de guilde ornés"
"67";"Embardée"
"68";"Écrasez les œufs de chak pour attirer le régent chak."
"69";"<c=@flavor>Toute célébration devrait avoir sa propre bière brassée spécialement pour l'occasion. Avec sa robe brune, sa forte saveur à mélasse, épices et fruits, la Jupilé de la reine a connu un véritable succès.</c>"
"70";"[PF]Grèves de guilde ornées%str2%%str1%%str3%%str4%"
"71";"Point de passage du Camp avancé nord"
"72";"Emplacements d'inventaire partagés"
"73";"Félicitations ! Vous avez obtenu le sac à dos et l'apparence de deltaplane de l'Ascension."
"74";"À trouver dans les présents d'Hivernel."
"75";"Point de passage du Poste de commandement nord"
"76";"Héros"
"77";"Canon[pl:"Canons"] à neige"
"78";"Boule[pl:"Boules"] de neige de champion"
"79";"Trophée d'or de la Ligue des guildes-challengers de la saison 1"
"80";"<c=@flavor>Les puissants arômes de cette bière envahiront votre palais. Sa couleur ambrée dissimule ses fortes touches fruitées, sa senteur de chêne et son amertume. Cet ancien breuvage se fait de plus en plus rare et il est très recherché par les collectionneurs.</c>"
"81";"Charge"
"82";"Salutations, l'ami[f:"amie"],

Brassée à base d'ingrédients qui incluent entre autres les plus belles citrouilles de Kryte, la porter à la citrouille du Roi Dément est une bonne alternative aux esprits tourmentés et joueurs de l'Arche du Lion. Profitez de l'ambiance festive et terrifiante de la Tyrie pour découvrir cette bière aux saveurs d'épices qui réjouira vos papilles.

Bonne santé et buvez une chope à la mienne !

– Desch Metz,
Maître brasseur du Monastère Eldvin"
"83";"Bière du mois du Monastère Eldvin : faro de Guéripierre"
"84";"Marchand[f:"Marchande"]<br>• Achat de provisions<br>• Vente d'objets"
"85";"Ignore les joueurs • Inflige de lourds dégâts aux portes"
"86";"Récompense d'argent de la Ligue des guildes-challengers"
"87";"[lbracket]Papier cadeau[rbracket]"
"88";"Bière du mois du Monastère Eldvin : gueuze ascalonienne vieillie en fût"
"89";"Décollage"
"90";"Tenue[pl:"Tenues"] de pourfendeur"
"91";"Confère des Dégâts par altération à hauteur de 3%% de votre Précision
Confère des Dégâts par altération à hauteur de 8%% de votre Expertise
Expérience à chaque ennemi tué +10%%
Bonus de karma +10%%"
"92";"Recette[pl:"Recettes"] : gants de guilde ornés"
"93";"Pierre[pl:"Pierres"] à affûter aurique[pl:"auriques"] de druide"
"94";"Gourmand[f:"Gourmande"]"
"95";"Héros"
"96";"<c=@abilitytype>Élixir.</c> L'Élixir U vous confère Célérité, Stabilité et Vigueur."
"97";"Écho invoqué • Soutient les alliés à proximité • Inflige des dégâts modérés aux joueurs et des dégâts mineurs aux portes"
"98";"[PF]Jambières de guilde ornées%str2%%str1%%str3%%str4%"
"99";"Défaites"
"100";"Déverrouille la collection Présence hivernale."
"101";"Récompense de platine de la Ligue des guildes-challengers"
"102";"Pulsion généreuse"
"103";"Compétence de l'esprit d'Hivernel 2 déverrouillée"
"104";"Bienvenue dans le club de la bière du mois du Monastère Eldvin"
"105";"Bouteille[pl:"Bouteilles"] de lambic d'Istan"
"106";"Contient le trophée d'argent de la Ligue des guildes-challengers, des potions de récompense JcJ, un coupon, une pièce et des objets de décoration de la Ligue des guildes-challengers qui vous permettent de restaurer votre arène de guilde."
"107";"Recette[pl:"Recettes"] : pourpoint de guilde orné"
"108";"Contient des trophées d'artisanat rares de niveau 4."
"109";"Essence[pl:"Essences"] des neiges"
"110";"À acheter avec du minerai cristallin à la Corniche de Mordremoth au Repli du dragon une fois la zone sécurisée."
"111";"Spore[pl:"Spores"] de champignon invisible de fracasseur"
"112";"Limite d'achat : 30 clés d'encodage fractal à prix cassé par jour.
Cet objet contient une clé d'encodage fractal. Chaque clé décode un encodage fractal contenant un objet bonus des fractales !
Vous pouvez trouver des encodages fractals dans les coffres de récompense finale de n'importe quelle fractale des Brumes."
"113";"Retirer toutes les décorations"
