"0";"Détruire les plans des armes et les armes de siège séparatistes, voler les munitions des armes de siège et sauver les prisonniers charrs."
"1";"Torruh Tissenatte vous remercie pour votre aide."
"2";"Trouver et sauvez Faren."
"3";"Coup de poing tranchant"
"4";"Tir de cristal"
"5";"Rayon stigmatisé"
"6";"Grenade de glace"
"7";"[F]Bombe[s] de glace"
"8";"Portail d'Abaddon"
"9";"Équipez-vous d'un outil de récolte [lbracket]%str1%[rbracket] pour récupérer des matériaux d'artisanat dans les zones riches en ressources. Tous ceux qui se trouvent à portée apparaîtront sur votre boussole."
"10";"Zones riches en ressources"
"11";"<c=@flavor>"Ces bottes sont faites pour fouler aux pieds la corruption."<br>– Toka Broizache</c>"
"12";"Bottes de cuir de Wyrmsang"
"13";"Bottes en tissu de Wyrmsang"
"14";"Bottes lourdes de Wyrmsang"
"15";"<c=@flavor> "Ils nous aident à manier les grandes quantités de magie naturelle dans la région."
– Daphné l'érudite</c>"
"16";"Gants lourds de l'Abri"
"17";"Gants en tissu de l'Abri"
"18";"Gants de cuir de l'Abri"
"19";"<c=@flavor>"Les Draguerres comptent parmi les races les plus industrieuses de toute la Tyrie. Nul ne peut égaler leurs singuliers talents miniers."<br>—Guide pratique du Prieuré : les Draguerres</c>"
"20";"Heaume lourd de Dostoev"
"21";"<c=@flavor>"Les Draguerres comptent parmi les races les plus industrieuses de toute la Tyrie. Nul ne peut égaler leurs singuliers talents miniers."<br>—Guide pratique du Prieuré : les Draguerres</c>"
"22";"Heaume en tissu de Dostoev"
"23";"Heaume de cuir de Dostoev"
"24";"<c=@flavor>"Cette pansière pourrait encaisser de plein fouet un obus d'artillerie que vous ne sentiriez rien passer."<br>– Explorateur Brokkar</c>"
"25";"Plastron lourd De Moli"
"26";"<c=@flavor>"Cette pansière pourrait encaisser un tir de plein fouet que vous ne sentiriez rien passer."<br>– Explorateur Brokkar</c>"
"27";"Plastron léger De Moli"
"28";"Plastron intermédiaire De Moli"
"29";"Garde-épaules lourds de tribulation"
"30";"Garde-épaules légers de tribulation"
"31";"Garde-épaules intermédiaires de tribulation"
"32";"<c=@flavor>"Il faut vous ménager du froid. J'ai ajouté de quoi vous tenir chaud, en gage de remerciement."<br>– Disa</c>"
"33";"Jambières lourdes de Travelen"
"34";"Jambières légères de Travelen"
"35";"Jambières intermédiaires de Travelen"
"36";"Double-cliquez pour obtenir un charrzooka.
<c=@flavor>"D'une simplicité explosive !"</c>"
"37";"Charrzooka"
