"0";"Vous avez vaincu 30 ennemis stigmatisés à l'aide d'un bâton aux Pics de Chef-Tonnerre."
"1";"Bastion de l'armistice"
"2";""À l'aide d'un portail caché, j'ai volé ceci dans une tour des Jardins de Seborhin de Joko.""
"3";"Sylvari"
"4";"- Capturez l'arène dans la lampe de Yasmi pour avoir accès à de puissantes compétences."
"5";"1. Une vie passée à s'éloigner de la voie de Joko est une vie indigne de l'éveil.

2. Personne n'a traversé la Désolation en un seul jour. À part Joko.

3. La démence est un bien piètre substitut à la magnificence.

4. Connaître Joko, c'est louer Joko. Louer Joko, c'est connaître Joko.

5. La pitié démontre un manque d'imagination.

6. Avant de prendre une décision cruciale dans votre vie, prenez un instant. Demandez-vous si elle plairait à Joko. Si la réponse est non, alors vous savez quoi faire.

7. Tous les êtres naissent égaux dans leur infériorité à Joko.

8. Il n'est rien dans l'existence qui soit plus pénible que la médiocrité.

9. Si vous voulez vous ennuyer, suivez une tête de courge.

10. Il n'y a qu'une seule règle d'or : faites à autrui tout ce qui pourra servir Joko."
"6";""Quand j'ai battu le record de Joko sur le Circuit du Roi, il est parti honteux, en laissant ceci.""
"7";"Sang recueilli"
"8";"[F]Pâtisserie[pl:"Pâtisseries"] d'âme"
"9";"[F]Braise éternelle"
"10";"Bastion de l'armistice"
"11";""Après avoir infiltré le palais de Joko, j'ai filé en emportant sa précieuse couronne ! (Rien à voir avec un objet vendu par un marchand ambulant d'Amnoon.)""
"12";"[F]Recette[pl:"Recettes"] : Cachet d'invalidation"
"13";"Peu commun"
"14";"Propriété privée de P.I. Joko"
"15";"Titre provisoire : "L'ascension de Joko" (... Trop évident ou ça sonne juste ?)

I. L'automne donne le ton avant l'hiver bougon ; l'hiver chavire jusqu'au printemps tout vert ;
Les tempêtes du printemps amènent l'été flamboyant ; et l'été à son apogée mène à Joko le couronné.
 
II. Aucune mère n'aurait pu l'enfanter ; aucun père ne l'a engendré.
Joko l'Unique s'est donné vie tout seul, pour le bonheur de la Tyrie et ses aïeuls.
 
III. Joko mit fin au chaos ; Joko créa le temps aussitôt.
Et maintenant, Joko en a marre des rimes et des allitérations et les envoie se faire torturer avant leur exécution.
 
IV. Moi, Joko, le monarque éternel, Fléau de Vabbi, le bien-aimé,
Poète encensé, capturant la vie pour la torturer, puis capturant sa mort
 
V. Pour la torturer, elle aussi ; Le Roi-Poète Joko, dont les oreilles résonnent des cris d'êtres tourmentés
Chaque jour, car c'est Joko qui inflige les tourments,
 
VI. Tourments qu'il inflige et reçoit à la fois, du fait du manque de personnel
(Merci d'envoyer vos candidatures), inscrit son nom par la présente
 
VII. Ainsi qu'une partie de ses titres honorifiques, pour commencer, enfin,
Son magnum opus, son chef-d'œuvre ultime, d'une exquise subtilité : ce poème.
 
VIII. Le très noble Joko, né sous un ciel de tempête.
À l'école du sable et de la lutte, venu à la vie par la volonté d'une douce souffrance,

IX. N'ayant ni mère, ni père. Les prières pour qu'un dieu descende sur terre ont été exaucées,
Par l'arrivée de Joko.
 
X. Beau et accompli, il s'avança,
Et, frappés par sa grandeur, les hommes le servirent.
 
XI. Par Joko, qu'est-ce que c'est fastidieux. Faut-il vraiment que je continue pendant cent strophes ?
Mon temps est éternel et pourtant, j'ai l'impression de le gaspiller."
"16";"Vous en savez plus sur Elegos, l'inoffensif."
"17";"Vous avez vaincu 60 ennemis stigmatisés en maniant une épée aux Pics de Chef-Tonnerre."
"18";"Aperçu"
"19";"Récolter"
"20";"Sert[pl:"Servent"] à fabriquer des cachets."
"21";"Ouvrir"
"22";"[F]Recette[pl:"Recettes"] : Rune de pitié"
"23";"Durée de Brûlure +20%%. Augmente les dégâts infligés de 10%% tant qu'Aura de feu est active."
"24";"Liens d'âmes"
"25";""J'ai infiltré le Caveau interdit de Joko dans la Désolation avec une clé cachée, et j'en ai rapporté ce trophée.""
"26";"[M]Hommage[pl:"Hommages"] à Spero"
"27";"Traité sur les principes..."
"28";"Changer de monture"
"29";"Concentration +100
Puissance +70
Expérience à chaque ennemi tué +15%%"
"30";""Sur les Rives de l'Elon, j'ai volé ça ironiquement sur un monument célébrant les triomphes de Joko.""
"31";"Royaume du Roi Dément"
"32";""J'ai pris ce grimoire secret à Vabbi, au sommet d'une statue en ruine de la liche.""
"33";"Bastion de l'armistice"
"34";"Vous en savez plus sur Carver, le trancheur."
"35";"Exitus%str2%%str1%%str3%%str4%"
"36";"Placer le poisson"
"37";"Estimé[f:"Estimée"] par le djinn"
"38";"[F]Recette[pl:"Recettes"] : Rune de vampirisme"
"39";"Double-cliquez pour invoquer cette miniature qui vous suivra partout. Vous ne pouvez utiliser qu'une seule miniature à la fois.
À assembler dans la forge mystique pour créer une mini-citrouille d'Halloween."
"40";"La foreuse sud-ouest a subi des dégâts critiques. Sa destruction provoquera la désactivation du système."
"41";"Créatures stigmatisées transpercées"
"42";"Journal de Palawa Ignacius Joko"
"43";"Double-cliquez pour invoquer cette miniature qui vous suivra partout. Vous ne pouvez utiliser qu'une seule miniature à la fois.
À assembler dans la forge mystique pour créer une mini-tête de citrouille d'Halloween."
"44";"Spero%str2%%str1%%str3%%str4%"
"45";"Service courtois (annuel)"
"46";"[F]Recette[pl:"Recettes"] : Cachet de pureté"
"47";""En m'évadant de la Forteresse de Gandara, j'ai pris le temps de dérober ceci.""
"48";"[F]Recette[pl:"Recettes"] : Cachet de perception"
"49";"Ouvrir"
"50";"Intendant du Roi Dément (services du Labyrinthe)"
"51";"[lbracket][lbracket]915763[rbracket][rbracket]"
"52";"[F]Recette[pl:"Recettes"] : Cachet de démon"
"53";""À l'orée du Labyrinthe du Roi Dément, j'ai découvert ce gage de la dernière défaite de Joko.""
"54";"Tuer quatre ennemis à 20 secondes d'intervalle entre chaque."
"55";"[M]Recueil de poésie de Palawa - 1re ébauche"
"56";"Utiliser l'atelier de forgeron d'armes pour le raffiner en un fragment de Spero, utilisé pour créer Spero, le précurseur de l'arc long légendaire."
"57";"Vous avez vaincu 60 ennemis en maniant un sceptre et un focus aux Pics de Chef-Tonnerre."
"58";"[F]Recette[pl:"Recettes"] : Cachet de péril"
"59";"Vous en savez plus sur Elegos, l'inoffensif."
"60";"Vous en savez plus sur Harkon Hakson."
"61";"Ce kit contient l'une des couleurs suivantes."
"62";"[F]Recette[pl:"Recettes"] : Rune des Affligés"
"63";"Coffre caché"
"64";"Brouillon de lettre d'amour (page 2)"
"65";"[F]Recette[pl:"Recettes"] : Cachet d'énergie"
"66";"Point de passage du Circuit du Roi Dément"
