"0";"Boss"
"1";"Glacier"
"2";"Genre"
"3";"Ce nom a été refusé"
"4";"[M]Masque[s] de cuir"
"5";"[P]Protège-épaules de cuir"
"6";"[F]Heaume en tissu supérieur"
"7";"[P]Gants en tissu supérieur"
"8";"[M]Mantelet en tissu supérieur"
"9";"[M]Masque[s] de cuir supérieur"
"10";"[P]Gants de cuir supérieur"
"11";"[F]Jambières"
"12";"Portail de la Fontaine de Rhand [lbracket]Ouvert[rbracket]"
"13";"Portail de la Fontaine de Rhand [lbracket]Fermé[rbracket]"
"14";"Vous gagnez de l'adrénaline à chaque seconde."
"15";"L'endurance se régénère 50%% plus vite."
"16";"Pointe des oreilles"
"17";"Force de main droite"
"18";"Cœur glacial"
"19";"[F]Force des déchus"
"20";"[M]Sanctuaire[s]"
"21";"Mains lestes"
"22";"Puissance versatile"
"23";"Maître épéiste"
"24";"Esquive téméraire"
"25";"Paupière inférieure"
"26";"[P]Bannières enthousiasmantes"
"27";"Augmente la portée de l'arc long."
"28";"Ordre de marche"
"29";"Renforcer les alliés"
"30";"Epaisseur des oreilles"
"31";"Libérer"
"32";"Forme des paupières"
"33";"Sac d'orbes kraits"
"34";"Ouverture des yeux"
"35";"Longueur des oreilles"
"36";"Permet d'éviter en tapant deux fois sur une touche de déplacement."
"37";"Masque les anneaux au sol indiquant des compétences à ciblage de zone."
"38";"Personnaliser votre tête."
"39";"Forge mystique mobile du Consortium"
"40";"<c=@flavor>"J'en trouve un peu partout. Apparemment, les trolls en raffolent."<br>– La chasseuse de rune</c>"
"41";"Vous avez vaincu Gaheron Feu-de-Bael !"
"42";"Ouverture des yeux"
"43";"[M]Ancien anneau d'argent ascalonien"
"44";"Vous projetez votre bouclier qui étourdit le premier ennemi qu'il touche et rebondit sur les ennemis à proximité."
"45";"Laisse tomber un paquet de pansements qui procure une simple guérison."
"46";"Vous surchargez votre tourelle sismique pour projeter les ennemis à proximité."
