"0";"Gülden"
"1";"Erhaltet dauerhaft eine zusätzliche "Schrift der Tyria"-Beherrschung aus der letzten Truhe in jedem Fraktal. Stufe 2 von 4."
"2";"Hallo!

Wir schicken Euch den Gegenstand "Banner der Dynastischen Zeitrechnung", denn wir glauben, Ihr habt ihn wegen eines Problems im Spiel vielleicht nicht erhalten. Der Gegenstand war als Belohnung für den Abschluss des Geschichtsepilogs "Kleiner Sieg" gedacht und ist Teil einer Sammlung namens "Hisst das Banner: Der[f:"Die"] Schlichter[f:"Schlichterin"] von Amnoon".

Viel Vergnügen damit und viel Glück!"
"3";"Wann kriege ich einen Termin beim Zahnarzt? Halb Zahn!"
"4";"Kristalloase"
"5";"Kopfgeld nehmen: Tazula Hirnvanebla"
"6";"Schaltet den Skin für Kriegsbestien-Stulpenhandschuhe frei, indem Ihr sie mit einem in der Kristallwüste gefundenen Rezept herstellt oder den Gegenstand "Entzündliche Klauen" erwerbt."
"7";"Teerodem"
"8";"Enthält eine Auswahl von Belohnungen, unter anderem Aufgestiegene Gegenstände und wertvolle Verbrauchsgegenstände."
"9";"Wird zur Herstellung von Rüstungen mit +Zähigkeit, +Heilung und +Konzentration verwendet."
"10";"Rezept[pl:"Rezepte"]: Sternen-Kanone"
"11";"Waffen gesammelt"
"12";"Verdorbenes Licht"
"13";"Rezept[pl:"Rezepte"]: Sternen-Zepter"
"14";"Ein Rezept zur Herstellung aufgestiegener leichter Schultern mit Bringenden Werten (+Fachkenntnis, +Vitalität und +Präzision)."
"15";"Verrückter[f:"Verrückte"] Rennteilnehmer[f:"Rennteilnehmerin"]"
"16";"???"
"17";"Allgemeine Angebote"
"18";"Jagt Emogg die Seelenwandlerin!"
"19";"Streuschuss"
"20";"Tixx-Kurzbogen"
"21";"Gabenbringer-Spalter"
"22";"Rezept[pl:"Rezepte"]: Gabenbringer-Maske"
"23";"Feuriger Regen"
"24";"Gehässige +5 Qual-Infusion[pl:"Infusionen"]"
"25";"[PM]%str1%%str2%Nebelgeschmiedete ruhmreiche Helden-Beinschützer%str3%%str4%"
"26";"Hieb"
"27";"[M]%str1%%str2%Sternen-Kurzbogen%str3%%str4%"
"28";"Rezept[pl:"Rezepte"]: Sternen-Kurzbogen"
"29";"Dies schaltet den Zugriff auf die Reittier-Variante für alle Charaktere dieses Accounts frei."
"30";"Euer Kopfgeldziel wurde besiegt!"
"31";"Rezept[pl:"Rezepte"]: Sternen-Henkersbeil"
"32";"Der Sturmangriff"
"33";"Schließt das Renn-Event im Labyrinth des Verrückten Königs in weniger als zwei Minuten ab."
"34";"Euer Kopfgeldziel ist entkommen!"
"35";"Gabenbringer-Schulterschützer"
"36";"Die Welle reiten"
"37";"Der Ruf des Meeres ist für jeden zu hören, aber nur einige tüchtige Freibeuter hatten wirklich Erfolg mit einem Leben auf See. Was unterscheidet diese Halunken der Meere von einer Landratte wie Euch?

Mit diesem Buch in Euren Händen? NICHTS!

Selbst wenn Ihr nicht mal einen einfachen Knoten binden könnt und glaubt, "Backbord" habe etwas mit einem Ofen zu tun, wenn Euch beim Gedanken, an Bord eines Schiffs zu stehen, schon übel wird – dieser Ratgeber führt Euch Schritt für Schritt durch Eure Verwandlung in einen kampfgestählten Korsaren.

Folgende überlebenswichtige Themen werden behandelt:

Die Grundlagen des Schwertkampfs, einschließlich herrlich detaillierter Zeichnungen.

Das Überleben auf einer einsamen Insel, falls Ihr auf einer stranden solltet.

Drei nützliche Tipps, um verdünnten Grog zu erkennen.

Meuterische Besatzungsmitglieder ausfindig machen.

Und vieles, vieles mehr!"
"38";"Gefalteter Seidenteppich"
"39";"Ein Rezept zur Herstellung aufgestiegener leichter Handschuhe mit Spendablen Werten (+Zähigkeit, +Heilung und +Konzentration)."
"40";"Dschungel"
"41";"Rezept[pl:"Rezepte"]: Gabenbringer-Schulterschützer"
"42";"Nach vorn gerichteter Feger-Angriff; fügt Gegnern beim Aufprall Schaden zu."
"43";"Solarschlag"
"44";"Schaltet den Skin für Sonnenspeer-Horn frei, indem Ihr es mit einem in der Kristallwüste gekauften Rezept herstellt oder den Gegenstand "Wiederhallende Stimme Mothusis" erwerbt."
"45";"Rezept[pl:"Rezepte"]: Sternen-Schnitter"
"46";"Sie war eine Elite-Soldatin der Mondsicheln, von den Toten erweckt, um dem großen Palawa Joko zu dienen, doch wirklich "erweckt" wurde nur ihr Herz.

Er war eine einfache Mumie, geschmückt mit verrottenden Verbänden, die ihn zusammenhielten, und doch war er innerlich am Zerbrechen.

Sie fanden zueinander, dem Tode selbst zum Trotz, und ließen sich auf ein Abenteuer ein, das den Knochenpalast bis in die Grundfestungen erschüttern sollte, indem sie der einfachen Frage nachgingen: Kann die Liebe bestehen, wenn das Herz aufgehört hat zu schlagen?"
"47";"Path of Fire kann auf http://www.guildwars2.com gekauft werden."
"48";"Ein Rezept zur Herstellung aufgestiegener schwerer Handschuhe mit Bringenden Werten (+Fachkenntnis, +Vitalität und +Präzision)."
"49";"Mini Bezwungener[pl:"Bezwungene"] König[pl:"Könige"]"
"50";"Doppelklicken, um auf ein Rüstungsteil anzuwenden."
"51";"Beschädigte Schaufel der Ausgrabungsstätte von Jokanur"
"52";"Absolviert die Expertenstrecke!"
"53";"Mahlstromgipfel"
"54";"((861543))"
"55";"Ein Rezept zur Herstellung einer aufgestiegenen Pistole mit Bringenden Werten (+Fachkenntnis, +Vitalität und +Präzision)."
"56";"Waffen erhalten"
"57";"Tixx-Handgelenkschutz"
"58";"Ein Rezept zur Herstellung eines aufgestiegenen Streitkolbens mit Spendablen Werten (+Zähigkeit, +Heilung und +Konzentration)."
"59";"Legendäre Besitztümer des Großen Zehtuka"
"60";"Gesucht: Nepheretes"
"61";"[M]%str1%%str2%Sternen-Apparat%str3%%str4%"
"62";"Omega-Entladung"
"63";"Zeit:"
"64";"Ihr wart zu schwach zum Überleben."
"65";"Alpha-Belagerungs-Golem"
"66";"Rezept[pl:"Rezepte"]: Astraler Knobkierrie"
"67";"Sammeln"
"68";"Fraktal-Gott[f:"Göttin"]"
"69";"Kristalllicht"
"70";"Verwunschener Dolch"
"71";"Mini Gustav[pl:"Gustavs"] der[pl:"die"] Karamell-Candy-Elementar[pl:"Elementare"]"
"72";"Diener niedergemetzelt: %num1%/%num2%"
"73";"des Illusionisten"
"74";"[F]%str1%%str2%Astrale Kanone%str3%%str4%"
"75";"Kurierende Stimme in der Leere"
"76";"Rezept[pl:"Rezepte"]: Astrales Zepter"
