"0";"Erlangt den heldenhaften Mut von Asaliea: Tat Nr. 1."
"1";"Helden-Drachenblut-Kurzbogen"
"2";"Ihr müsst den PvP-Rang 100 besitzen und den Skin für Inbrünstige ruhmreiche Epauletten freigeschaltet haben, um diesen Gegenstand erwerben zu können."
"3";""Ein verrückter Geist, der ins Labyrinth kam, brachte diese Trophäe auf die Reise.""
"4";"Von Mirren dem Manipulator erfahren"
"5";"Erhöht die Dauer zugefügter Pein um 20 %%."
"6";"Polysaturierende widerhallende Infusion[pl:"Infusionen"] (grau)"
"7";"<c=@flavor>Seht Ihr, aus jedem der vier Elemente kann man eine Fackel machen!</c>"
"8";"Kralkatorrik-Farbkit[pl:"Farbkits"]"
"9";"Halloween-Erscheinungsbildpaket"
"10";"Dient zur Herstellung des legendären Langbogen-Präkursors "Spero".
Kombiniert in der Mystischen Schmiede Mystische Runensteine, eine Gabe des Holzes und eine Gabe der Nebel, um die Gabe von "Pharus" herzustellen."
"11";"Der nordwestliche Bohrer hat wesentlichen Schaden genommen. Die Zerstörung hat die Abschaltung des Systems zur Folge."
"12";"Polysaturierende widerhallende Infusion[pl:"Infusionen"] (rot)"
"13";"Mystischer[pl:"Mystische"] Aspekt[pl:"Aspekte"]"
"14";"Rezept[pl:"Rezepte"]: Sigill der Treffsicherheit"
"15";"[lbracket][lbracket]914541[rbracket][rbracket]"
"16";"Feiert Halloween – mit diesem festlichen Paket!

Diese Skins ersetzen das Erscheinungsbild Eurer Ausrüstung und haben keine eigenen Werte."
"17";"Schaltet alle Rezepte frei, die für die Herstellung von "Exitus" benötigt werden."
"18";"Rezept[pl:"Rezepte"]: Rune der Rage"
"19";"+5 %% Furchtdauer"
"20";"Dieses Kostüm-Rauferei-Spielzeug besitzt Ihr bereits oder Ihr müsst das passende Kleidungsset freischalten, um es zu erhalten."
"21";"Von Asaliea der Kanalisiererin erfahren"
"22";"<c=@flavor>Diese Waffe wird verwendet, um den legendären Langbogen "Pharus" zu fertigen.</c>"
"23";"Rezept[pl:"Rezepte"]: Rune der Infiltration"
"24";"Dekorierter[pl:"Dekorierte"] Sarg[pl:"Särge"]"
"25";""Bei der dreisten Plünderung eines Schatzjäger-Kits von Jokos Dienern gabelte ich in Elona diese Vorräte auf.""
"26";"%num1%/%num2%"
"27";"Doppelklicken, um auf einen freien Infusionsplatz anzuwenden."
"28";"30 Gegner in den Donnerkopf-Gipfeln mit einer Axt bezwungen"
"29";"Schaltet das Rezept zur Herstellung von "Doktrina" frei."
"30";"Farbkit"
"31";"Rezept[pl:"Rezepte"]: Sigill des Kampfes"
"32";"Das Heilmittel"
"33";"Rezept[pl:"Rezepte"]: Sigill der Glut"
"34";"Besiegt fünf Gegner innerhalb von 5 Minuten nacheinander, während Ihr 33 %% Lebenspunkte oder weniger habt."
"35";"Symbol[pl:"Symbole"] des Schmerzes"
"36";"Rezept[pl:"Rezepte"]: Sigill der Verdorbenheit"
"37";"Glut-Infusion[pl:"Infusionen"]"
"38";"Jokos Buchklub-Auswahl"
"39";"Polysaturierende widerhallende Infusion[pl:"Infusionen"] (lilafarben)"
"40";"Rezept[pl:"Rezepte"]: Sigill der Blutgier"
"41";"Schießt auf Euer Ziel und zielt dabei sorgfältig."
"42";"Der südwestliche und der nordwestliche Bohrer werden angegriffen! Wird einer der beiden zerstört, wird das System abgeschaltet."
"43";"Umbenennen"
"44";"Doppelklicken, um auf einen freien Infusionsplatz anzuwenden. 
<c=@Flavor>"Geht nicht hinaus!"

"Nachts?"

"Egal wann!"</c>"
"45";"Das Tagebuch des Palawa Ignatius Joko, der Geißel von Vaabi, des Unsterblichen, des Ewigen Monarchen aller Dinge

NICHT BERÜHREN

An all jene, die ich am meisten gehasst habe: Warum konntet Ihr nicht würdiger sein?

Der Erste war Zuri. Wir waren siebzehn. Ich gebe zu, ich habe es etwas verpatzt und war mir damals meiner selbst sehr unsicher. Aber ich war jung, und Jugend sollte ein wenig zur Entschuldigung beitragen, meint Ihr nicht auch? Ich war so beleidigt angesichts seiner Frechheit, dass ich nicht ganz auf der Höhe war. Der Dummkopf besaß die Unverfrorenheit, mich an der Seite meines Nekromantie-Lehrers zum Kampf um den ersten Platz herauszufordern. Das war, ehe ich ein Lich wurde, damals, als ich noch dachte, jemand anderes könnte mir etwas beibringen. MIR! Ah, die Naivität der Jugend, zu glauben, es könnte irgendwen geben, der mehr über den Tod, den Untod, oder über, nun ja, sonst etwas wüsste. Aber ich schweife ab ...

Zuri war überrascht, als ich ihm einen Stich in den Rücken verpasste. Buchstäblich.

Rückblickend war er nicht mal die Blutspritzer auf meinen Kleidern wert.

Dann war da Thorn. Wenn man so lange lebt, ist es manchmal nett, Leute zu treffen, die einen "von damals" kannten. Ich hatte gehofft, der Tod habe ihn reifer gemacht. Stattdessen war er unverändert. In dem Moment, als er seinen Kürbis öffnete, wusste ich wieder, dass der Narr nur meine ewige Zeit verplempert. Und er ist ja so ein armer Wicht. Immer das gleiche Theater mit ihm: Enthauptungen, die rein gar nichts für seine Kräfte oder seine Witze tun. Wieder diese grässlichen Witze! Er fängt schon an, darüber zu lachen, ehe man überhaupt dazu kommt, zu stöhnen und sie zu beurteilen.

Eins muss man ihm allerdings lassen: So schlimm er in Orange aussieht, sein Kürbiskopf ist eine drastische Verbesserung im Vergleich zu dem Gesicht, mit dem er geboren wurde.

Entweder sie sind arm dran oder besessen. Wie dieser abtrünnige "Kriegsmarschall" Turai Ossa. Der kommt einfach vorbei und beißt mich in die Waden. Man könnte behaupten, seine Beharrlichkeit sage etwas über sein Stehvermögen aus, aber es ist wirklich nicht schön.

Ich weiß, ich bin Palawa Joko der Ewige, der Allmächtige. Einem wie mir werden sie nie wieder begegnen. Ich verstehe, warum sie mich als Erzrivalen wollen. Einen ruhmreicheren Tod als durch mich werden sie nie erhoffen können. Aber ich bin ihnen schlicht und ergreifend haushoch überlegen. Habt doch etwas Stolz! Ich will hier doch nur ein bisschen spielen. Ich brauche keinen ewigen Widersacher.

Oder vielleicht doch ...

Ist es denn zu viel verlangt, um einen würdigen Gegner zu bitten? Einen mit Ausdauer und einem schnellen Verstand, einen, der mich vielleicht hin und wieder sogar mal überraschen könnte?"
"46";"Rezept[pl:"Rezepte"]: Sigill des Humpelns"
"47";"[lbracket]Ein großer Teil der Seite ist verkohlt, als sei sie aus einem Feuer gerettet worden.[rbracket]

 ... der außergewöhnlichste Abend, den ich je erlebt habe – in Eure Augen zu blicken, in denen sich das Zwielicht spiegelte und die die ganze Ewigkeit enthielten. Für mich kann es keinen anderen geben. Ich verbrachte jeden Moment meines Lebens und Sterbens damit, auf das Geschenk Eurer immerwährenden Gesellschaft zu warten. Dass Ihr meine Annäherungsversuche dulden würdet, obwohl ich Euch weder Titel, noch Ländereien, noch einen Familiennamen zu Füßen legen kann – ich bin überwältigt. [lbracket]Anm. d. Autors: Andeutungen auf meine Großzügigkeit zurückschrauben.[rbracket] Mir fehlen die Worte, um auszudrücken, wie voll mein Herz ist.

Oh, großartiger Joko, meine Existenz besteht nur aus Verlangen für Euch ... Jeder Atemzug, den ich tue, gilt nur der Erringung Eurer Aufmerksamkeit. Ich weiß, dass ich Euch nie die Welt bedeuten kann, so wie Ihr sie mir bedeutet. Und dennoch, wenn ich auch nur einen winzigen Gedanken Eures großartigen Geistes erfüllen könnte, wäre dies der Höhepunkt meines ganzen Lebens. [lbracket]Anm. d. Autors: Zweimal "großartig" als Kriterium. Mehr gibt dein Vokabular nicht her?[rbracket]

Ohne den Segen Eurer Gegenwart verlieren die Sonne, die Sande und die warme Liebkosung einer Brise ihren Reiz. Wenn ich an Euch denke, vergesse ich, zu essen: Ich kann nicht schlafen. Träume von Euch sind vergänglicher als wache Gedanken an Eure liebliche Stimme, Euren überragenden Intellekt, Euer dementsprechendes Antlitz ...

[lbracket]Anm. d. Autors: Man hat mir versichert, dass Ihr in der Dicht- und Sangeskunst in ganz Elona Euresgleichen sucht, dass Ihr dieser Aufgabe würdig seid. Seht Euch vor. Diejenigen, die Joko enttäuschen, enden gewöhnlich in den Flammen ihrer Niederlage.[rbracket]"
"48";"Doppelklicken, um auf einen freien Infusionsplatz anzuwenden."
"49";"Rezept[pl:"Rezepte"]: Rune des Dolyak"
"50";"Doppelklicken, um auf einen freien Infusionsplatz anzuwenden."
"51";"Von Mirren dem Manipulator erfahren"
"52";"Der nordwestliche Bohrer hat deutlichen Schaden genommen. Die Zerstörung hat die Abschaltung des Systems zur Folge."
"53";"30 Gegner in den Donnerkopf-Gipfeln mit einem Schwert bezwungen"
"54";"Öffnen"
"55";"1. "Schindungen im sterbenden Licht" von Palawa Joko

2. "Ich weiß, warum der gefangene Mensch schreit" von Palawa Joko

3. "Ewige Unruhe: Ein Gedichtband" vom E. K. P. I. Joko

4. "Erwachet und seid dankbar – Euer zweites Leben leicht gemacht" von Eurem Herrn und Meister Palawa Joko

5. "Hunderttausendundeine Nacht in Elona" von Palawa Joko

6. "Als ich dem Sterben widerstand" von Palawa Joko

7. "Das Los eines Lichs" von Palawa Joko

8. "Weil das Ödland ..." von Palawa Joko

9. "Wenn Mami zur Erweckten wird: Ein Kinderbuch von Papa Joko" von Palawa "Papa" Joko

10. "Palawa zwischen Mitternacht und Morgengrauen: Intime Porträts" [lbracket]von verschiedenen privilegierten Erweckten Künstlern[rbracket]"
"56";"Rezept[pl:"Rezepte"]: Sigill der Kühle"
"57";"Ein Hauch von Dunst"
"58";"Vergessenes Lager"
"59";"Öffnen"
"60";"Scherbe[pl:"Scherben"] von "Spero""
"61";"Rezept[pl:"Rezepte"]: Sigill der Heftigkeit"
"62";"[lbracket][lbracket]914804[rbracket][rbracket]"
"63";"Rezept[pl:"Rezepte"]: Doktrina"
"64";"Rezept[pl:"Rezepte"]: Rune des Adlers"
"65";"Topf[pl:"Töpfe"] mit Chrysanthemen"
"66";"Lesen"
"67";"+7 %% Furchtdauer"
"68";"Öffnen"
"69";"Den "Temporaler Sturm"-Elementar in der Feste Donnerkopf mit einem Fokus besiegt"
"70";"Jetzt gibt es das Halloween-Erscheinungsbildpaket!"
"71";"%str1% weint."
"72";"<c=@flavor>Liebe Brüder, wann werden wir wieder singen? Ich fange an, unser Lied zu vergessen.</c>

Doppelklicken, um dieses Mini herbeizurufen, das Euch folgen wird. Es kann nur ein Mini gleichzeitig benutzt werden."
"73";"Rezept[pl:"Rezepte"]: Exitus"
"74";"Rezept[pl:"Rezepte"]: Sigill der Intelligenz"
"75";"Öffnen"
"76";"Kostüm-Rauferei-Spielzeuge"
"77";"Palawas Poesie: Erster Entwurf"
"78";"Dient zur Herstellung von Sigillen."
"79";"Truhe"
"80";"Die Legende von Asaliea der Kanalisiererin erfahren"
"81";"Öffnen"
"82";"Öffnen"
"83";"Rezept[pl:"Rezepte"]: Rune der Göttlichkeit"
"84";"Rezept[pl:"Rezepte"]: Sigill des Giftes"
