"0";"Bettet die ID von Zeichenfolgen ein."
"1";"String-IDs anzeigen"
"2";"Rampe"
"3";"Entdeckt hier neue Orte: %str1%."
"4";"Toxischer[pl:"Toxische"] Überwurf[pl:"Überwürfe"]"
"5";"Toxisches Schulterpolster"
"6";"Unterbrechende Entladungen"
"7";"Gilden-Mitglieder haben 48 Stunden lang eine um 10 %% höhere Chance, seltene Materialien beim Bergbau, bei Waldarbeiten und beim Ernten zu finden."
"8";"Hoelbrak<br>(Hüttenebene)"
"9";"Absorptionsschild"
"10";"Unbezwingbare Tapferkeit"
"11";"Geringe Rune[pl:"Runen"] des Wassers"
"12";"Beachtliche Rune[pl:"Runen"] des Wassers"
"13";"Geringe Rune[pl:"Runen"] des Mönchs"
"14";"Beachtliche Rune[pl:"Runen"] des Mönchs"
"15";"Giant Beetle Weapon"
"16";"Einbrecher[f:"Einbrecherin"]"
"17";"Götterfels<br>(Untere Promenade)"
"18";"Trébuchet bedienen"
"19";"Champion-Raufbold[f:"Raufboldin"]"
