"0";"Kombiniert fünf verschiedene Verdorbene Kristallphiolen zur Kiste mit Verdorbenen Kristallphiolen."
"1";"Euer Herold"
"2";"Bestürmender Sabetha-Donnerstock"
"3";"Infundierter lebender Kristall"
"4";"+20 Kraft
+20 Präzision
+10 Zähigkeit
+10 Konzentration"
"5";"Leere Hylek-Flasche"
"6";"Südlicht-Bucht"
"7";"Sprühflammen"
"8";"Skin[pl:"Skins"] für Unbarmherziges Gewehr"
"9";"Käfersaft"
"10";"Kurierender Talisman von Garr"
"11";"Übelriechender Rotz"
"12";"Winterglocken-Farbkit"
"13";"Mischt mit einer Leeren Hylek-Flasche im Inventar alle vier Sekrete, um den Sekret-Alkahest herzustellen."
"14";"Kombiniert diesen Gegenstand mit einer Blutgebundenen Waffe, einem Stein der Weisen und 5 Haufen kristallinen Staubs in der Mystischen Schmiede, um die Attribute der Waffe zurückzusetzen."
"15";"Verschiebt den Fokus auf das Chat-Eingabefenster."
"16";"Handwerks-Belohnungen"
"17";"Blutgebundene Harpunenschleuder"
"18";"Untergruppe %str1% mitteilen"
"19";"Brisban-Wildnis"
"20";"Gefunden in der Thaumanova-Reaktor-Truhe nach dem Sieg über den Feuer-Elementar in der Provinz Metrica."
"21";"Wegmarke Südliche Kommandostelle"
"22";"[PF]%str1%%str2%Elite-Schwingen des Ruhms%str3%%str4%"
"23";"Seid gegrüßt, Freund[f:"Freundin"]!

Der Frühling steht vor der Tür und das Kloster Eldvin hat mit den Vorbereitungen für eine weitere Jahreszeit der Braukunst begonnen. Unser Bräu des Monats, das Blasser-Baum-Pils, wurde inspiriert vom Blassen Baum selbst: Es ist ein leichtes, kristallklares Bier, ideal für den Frühling. Der Hopfen bildet einen perfekten Ausgleich für die anderen, robusten Aromen dieses Gebräus. 

Prost und allzeit volle Humpen!

Desch Metz,
Braumeister im Kloster Eldvin"
"24";"Stark ermäßigter[pl:"ermäßigte"] Fraktal-Chiffrierungsschlüssel"
"25";"Zum Öffnen doppelklicken.
Enthält Beute von Kreaturen.
<c=@reminder>Wird von Boni auf Magisches Gespür beeinflusst.</c>"
"26";"Desch Metz, Braumeister"
"27";"Rezept[pl:"Rezepte"]: Verzierte Gilden-Hose"
"28";"Enthält Gilden-Herausforderungs-Goldtrophäe, PvP-Belohnungstränke sowie eine Gilden-Herausforderungs-Dekorations-Marke, eine Münze und Gegenstände, die bei der Restaurierung Eurer Gilden-Arena helfen."
"29";"Wintertag-Geschenk werfen"
"30";"Saison 1: Gilden-Herausforderungs-Platintrophäe"
"31";"Stachelschuss"
"32";"Wegmarke Südliches Vorstoßlager"
"33";"Kiste[pl:"Kisten"] mit Ruhmreicher Rüstung"
"34";"Aufstieg-Gleitschirm"
"35";"Schließt am Wintertag dreimal die Aktivität "Schneeballkrawall" ab."
"36";"Unsichtbare Berserker-Pilzspore[pl:"Pilzsporen"]"
"37";"Flasche[pl:"Flaschen"] Blutsteinorange-Sommerbier"
"38";"Doppelklicken, um das Chefkoch-Rezept für Pfefferminz-Omnombeerenriegel zu lernen."
"39";"Gilden-Herausforderungs-Bronzetrophäe"
"40";"Um diesen Gegenstand kaufen zu können, müsst Ihr die Essenz der Herausforderung kaufen."
"41";"Mini Geschenk-Skritt der Freigiebigkeit"
"42";"Zerstört die Ley-Linien-Sammler und aktiviert den Golem, um den Potentaten herauszulocken."
"43";"Kombiniert dies in der Mystischen Schmiede mit Minis von Geschenk-Skritt, um ihren Wintertag-Geist zu steigern."
"44";"Meinen Namen immer anzeigen"
"45";"Wegmarke Südliches vorgeschobenes Lager"
"46";"Geschenkverpackung"
"47";"Türbrecher"
"48";"Beschuss"
"49";"Seid gegrüßt, Freund[f:"Freundin"]!

Dies ist ein Monat der Freude, der Streiche und der Kreativität. Unsere Brauerfreunde aus der Schwarzen Zitadelle haben einen ungewöhnlichen, aber köstlichen Tropfen kreiert: Rytblond Brimstark ist ein mächtiges, unerbittliches Gebräu, ganz im Sinne seines heldenhaften Namensgebers. Wir gehen wohl nicht fehl in der Annahme, dass die Brauer dem Bier bereits lebhaft zugesprochen hatten, als sie auf diesen Namen kamen.

Prost und allzeit volle Humpen!

Desch Metz,
Braumeister im Kloster Eldvin"
"50";"Mini Pfeilkopf[pl:"Pfeilköpfe"]"
"51";"Spieler ist in einer anderen Instanz auf dieser Karte."
"52";"Neuer Mini Pfeilkopf verfügbar!"
"53";"Kombiniert 5 davon in der Mystischen Schmiede mit 2 Visionskristallen, 250 Scherben des Ruhms und einem Perfekten Nebelkern, um die Gabe der Gefechtsbeherrschung herzustellen."
"54";"Gespendete verpackte Geschenke: %num1%/%num2%"
"55";"Um diesen Gegenstand kaufen zu können, müsst Ihr die Essenz der Disziplin kaufen."
"56";"Verpacktes[pl:"Verpackte"] Geschenk[pl:"Geschenke"]"
"57";"Doppelklicken, um dieses Mini herbeizurufen, das Euch folgen wird. Es kann nur ein Mini gleichzeitig benutzt werden."
"58";"Marke der Freundschaft, wird nach Abschluss der Quaggan-Spiele von Varanos Saszglop aus Twoluup verliehen."
"59";"Medizinkits abwerfen"
"60";"Wintersonnenwende-Kleidungsset[pl:"Kleidungssets"]"
"61";"WvW-Mission. Mitglieder arbeiten zusammen, um verschiedene WvW-Aufgaben und -Herausforderungen abzuschließen."
