"0";"Rezept[pl:"Rezepte"]: Stahlstern-Pfähler"
"1";"Stahlstern-Maske"
"2";"Rezept[pl:"Rezepte"]: Wahrsagerische Harpunenschleuder"
"3";"Stahlstern-Epauletten"
"4";"Frost transmutieren"
"5";"Entmystifizierungsgerät"
"6";"Rilohn-Fluss"
"7";"Alter Abfallhaufen"
"8";"Erhalten vom Zerschmetterer in den Jahai-Klippen."
"9";"Rezept[pl:"Rezepte"]: Wahrsagerische Epauletten"
"10";"Ein Rezept zur Herstellung Aufgestiegener mittlerer Schultern mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"11";"Ein Buch über ein magisches Katzentier."
"12";"Rezept[pl:"Rezepte"]: Wahrsagerische Maske"
"13";"Ein Rezept zur Herstellung eines Exotischen Speers mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"14";"Rezept[pl:"Rezepte"]: Stahlstern-Muskete"
"15";"Nebelumschlungenen Gegenstand eingeben"
"16";"Zwergen-Artefakt"
"17";"Serpentit-Orichalcum-Ohrring"
"18";"Rezept[pl:"Rezepte"]: Wahrsagerische Bastion"
"19";"Stahlstern-Brustplatte"
"20";"Rezeptbuch[pl:"Rezeptbücher"] für Aufgestiegene wahrsagerische Rüstung"
"21";"Ein Rezept zur Herstellung einer Exotischen Harpunenschleuder mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"22";"Frostie im Geheimen Unterschlupf der Schneemänner konfrontiert"
"23";"Herumrennen: Silber"
"24";"Stahlstern-Schulterschutz"
"25";"Zwergen-Truhe Nr. 12"
"26";"Nebelumschlungenen Gegenstand eingeben"
"27";"Rezept[pl:"Rezepte"]: Serpentit-Orichalcum-Ring"
"28";"Danke, dass Ihr Teil der Gemeinschaft seid. Hier ist ein kleiner Gefährte für Euer nächstes große Abenteuer!"
"29";"Erde transmutieren"
"30";"Ein Rezept zur Herstellung Exotischer mittlerer Handschuhe mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"31";"Stahlstern-Schreiter"
"32";"Rezept[pl:"Rezepte"]: Wahrsagerische Klinge"
"33";"Rezept[pl:"Rezepte"]: Stahlstern-Insignie"
"34";"Vögel"
"35";"Rezept[pl:"Rezepte"]: Stahlstern-Epauletten"
"36";"Ein Rezept zur Herstellung eines Exotischen leichten Beinkleids mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"37";"Rezept[pl:"Rezepte"]: Stahlstern-Zackenstab"
"38";"Ein Rezept zur Herstellung eines Exotischen mittleren Wamses mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"39";"Der Pakt"
"40";"Zwergen-Truhe Nr. 4"
"41";"Ein Rezept zur Herstellung eines Aufgestiegenen Hammers mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"42";"Ein Rezept zur Herstellung Exotischer mittlerer Stiefel mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"43";"Rezept[pl:"Rezepte"]: Stahlstern-Schulterschutz"
"44";"Dient zur Herstellung von Waffen mit +Kraft, +Konzentration, +Präzision und +Wildheit."
"45";"Treten"
"46";"Ein Rezept zur Herstellung eines Aufgestiegenen Zepters mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"47";"Drachenblut-Schrapnellmine platzieren"
"48";"Ein Rezept zur Herstellung eines Exotischen schweren Wamses mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"49";"Stahlstern-Revolver"
"50";"Nebelumschlungenen Gegenstand eingeben"
"51";"Zwergen-Truhe Nr. 14"
"52";"Ein Rezept zur Herstellung Aufgestiegener leichter Stiefel mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"53";"Banner"
"54";"Überlegene Rune[pl:"Runen"] der Zephyriten"
"55";"Ein Rezept zur Herstellung einer Aufgestiegenen Harpunenschleuder mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"56";"Blitz transmutieren"
"57";"Nebel-Arena"
"58";"Rezept[pl:"Rezepte"]: Wahrsagerischer Herold"
"59";"Knopf drücken"
"60";"Schmiede"
"61";"Ein Rezept zur Herstellung eines Exotischen Langbogens mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"62";"Ein Rezept zur Herstellung einer Aufgestiegenen Fackel mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"63";"Basar-Docks"
"64";"Zwergen-Sauna"
"65";"Stahlstern-Flammenschale"
"66";"Wegmarke Ende der Geschichte"
"67";"Zeit"
"68";"Zusätzlicher Spektrum-Filter"
"69";"Lasst die umgebende Magnetaura heftig explodieren."
"70";"Kemar"
"71";"Ein Rezept zur Herstellung eines Exotischen Streitkolbens mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"72";"Ein Rezept zur Herstellung einer Aufgestiegenen Axt mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"73";"Ein Buch über die Freunde einer stachligen Kreatur."
"74";"Rezept[pl:"Rezepte"]: Wahrsagerischer Zauberstab"
"75";"Ein Rezept zur Herstellung Exotischer leichter Handschuhe mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"76";"Automatischer Feuerlöscher"
"77";"Kralkatorrik"
"78";"Ein Buch über das Alphabet, abgesegnet von Joko."
"79";"Stahlstern-Doublet"
"80";"Zwergen-Truhe Nr. 1"
"81";"Rezept[pl:"Rezepte"]: Stahlstern-Beinkleid"
"82";"Stahlstern-Großbogen"
"83";"Rezept[pl:"Rezepte"]: Wahrsagerischer Kurzbogen"
"84";"Zwergen-Truhe Nr. 3"
"85";"Ein Rezept zur Herstellung eines Aufgestiegenen Fokus mit Wahrsagerischen Werten (+Kraft, +Konzentration, +Wildheit und +Präzision)."
"86";"Vielen Dank"
"87";"Rezept[pl:"Rezepte"]: Wahrsagerischer Blatt-Streitkolben"
"88";"Wahrsagerischer[f:"Wahrsagerische"][n:"Wahrsagerisches"][pl:"Wahrsagerische"]"
"89";"Zwergen-Truhe Nr. 15"
"90";"Entmystifizierungsgerät"
"91";"Ein Buch über die Geschichte eines anderen Kontinents."
"92";"Ein Buch über tobende Choya."
