"0";"Consumes las raciones que has encontrado para restablecer tu salud."
"1";"Consumir"
"2";"Debes empezar a atacar un nuevo objetivo antes de que el ataque automático vuelva a activarse."
"3";"Lanzas una red al enemigo para inmovilizarlo."
"4";"Pícaro[f:"Pícara"] ilusorio[f:"ilusoria"]"
"5";"Lanzar red"
"6";"Investigar"
"7";"Lanzas baba al enemigo para cegarlo."
"8";"Este diseño de casco extremadamente absurdo no tiene estadísticas por sí mismo y solo se puede aplicar una vez para sustituir la apariencia de otro yelmo de cualquier clase de peso.
Este diseño se puede modificar para usarse en PvP."
"9";"Vuelve a las Colinas Kessex."
"10";"Lanzas por los aires a tu enemigo con un golpe aplastante."
"11";"Golpe poderoso"
"12";"Golpeas el suelo y daña a los enemigos cercanos."
"13";"Aplastamiento con martillo"
"14";"Golpeas a tu enemigo con el hueso para aturdirlo."
"15";"Quebrar hueso"
"16";"Te teletransportas a tu espantapájaros. El tiempo de recarga será doble."
"17";"Paseo sombrío"
"18";"huida"
"19";"Miedo"
"20";"Retirada involuntaria, incapaz de actuar, la duración se acumula."
"21";"El siguiente ataque realizado falla."
"22";"Ceguera"
"23";"El siguiente ataque realizado falla, la duración se acumula."
"24";"Cegado"
"25";"Tiras una roca para derribar al enemigo."
"26";"Lanzar roca"
"27";"Derrota a los muertos vivientes y rescata a Gavin."
"28";"<c=@flavor>"¿A qué te refieres con que son solo unos garabatos?".<br>—Twitchok</c>"
"29";"Contenedor de suministros de Arco del León"
"30";"<c=@flavor>"Se necesita valor para venir hasta aquí. Gracias."<br>—Pionera del Priorato Cyara</c>"
"31";"Medalla de pionero del Priorato"
"32";"<c=@flavor>"Algunos piensan que nuestros venenos son potentes por sus ingredientes, pero el secreto está en la extracción".<br>—Ichtaca</c>"
"33";"<c=@flavor>"Gracias, amigo[f:"amiga"]".<br>—Comandante Splidup</c>"
"34";"<c=@flavor>"No teníamos necesidad de robarlos. Tenemos garras, así que los tomamos porque son tan relucientes. ¡Salud!"<br>—Cakilak'ka</c>"
"35";"<c=@flavor>Las únicas palabras visibles son: "Hora de hablar, nieve oscura".<br>—Mensorr</c>"
"36";"<c=@flavor>"No hay nada más silencioso que un filo afilado en una noche oscura".<br>—Sizza</c>"
"37";"Daga de orden"
"38";"<c=@flavor>"Lo primero que aprendes en el Priorato es a evitar estas se apaguen".<br>—Investigador del Priorato Raekk</c>"
"39";"Antorcha de pionero"
"40";"<c=@flavor>"Esta daga tiene un recubrimiento especial que la hace más silenciosa que el resto".<br>—Sizza</c>"
"41";"Daga silenciada"
"42";"<c=@flavor>AVISO: inflamable<br>"
"43";"Antorcha de pionero volátil"
"44";"<c=@flavor>"¡Bang, bang!"<br>—Cakilak'ka</c>"
