"0";"Combina cinco ampollas cristalinas corruptas diferentes para formar la caja de ampollas cristalinas corruptas."
"1";"Tu heraldo"
"2";"Palo de fuego de asaltante de Sabetha"
"3";"Cristal vivo infundido"
"4";"+20 potencia
+20 precisión
+10 dureza
+10 concentración"
"5";"Frasco hylek vacío"
"6";"Cala del Sol Austral"
"7";"Expulsión de llamas"
"8";"Diseño[s] de rifle despiadado"
"9";"Zumo de escarabajos"
"10";"Talismán de Garr de curandero"
"11";"Moco apestoso"
"12";"Kit de tintes de campanitas invernales"
"13";"Con un frasco hylek vacío en tu inventario, mezcla los cuatro icores para formar el alkahest de icor."
"14";"Combina esto con un arma vinculada a la sangre, una piedra filosofal y 5 montones de polvo cristalino en la Forja Mística para restablecer los atributos del arma."
"15";"Da enfoque al cuadro de edición de chat."
"16";"Recompensas de artesanía"
"17";"Cañón de arpón vinculado a la sangre"
"18";"Retransmitir al subgrupo %str1%"
"19";"Selvas Brisbanas"
"20";"Se encuentra en el cofre del Reactor Taumanova tras derrotar al elemental de fuego en la provincia de Métrica."
"21";"Punto de Ruta de Puesto de Mando del Sur"
"22";"[PF]Alas de gloria de élite%str3%%str4%%str2%%str1%"
"23";"Saludos, amigo[f:"amiga"]:

La primavera está a la vuelta de la esquina y aquí, en el Monasterio de Eldvin, nos estamos preparando para otra temporada de ferviente fermentación. La pilsener del Árbol Pálido la inspiró el mismo Árbol Pálido. Esta cerveza ligera y clara es perfecta para la primavera. El lúpulo ofrece el equilibrio perfecto para otros sabores más intensos que se encuentran en esta bebida.

A tu salud.

—Desch Metz
Maestro cervecero del Monasterio de Eldvin"
"24";"Clave[s] de encriptación fractal[pl:"fractales"] con gran descuento"
"25";"Haz doble clic para abrirla.
Contiene botín de criaturas.
<c=@reminder>Le afectan las bonificaciones de hallazgo mágico.</c>"
"26";"Desch Metz, maestro cervecero"
"27";"Receta[s]: Pantalones de clan ornamentados"
"28";"Contiene un trofeo de clan aspirante de oro, pociones de recompensa PvP, una moneda y un vale decorativos de clan aspirante y objetos que te ayudan a restaurar tu arena de clan."
"29";"Lanzar regalo del Día Invernal"
"30";"1.ª temporada: trofeo de clan aspirante de platino"
"31";"Disparo de pinchos"
"32";"Punto de Ruta de Campamento Avanzado del Sur"
"33";"Caja[pl:"Cajas"] de armadura gloriosa"
"34";"Planeador de La Ascensión"
