"0";"Destruye las armas de asedio y los planos de armas de los separatistas, róbales su munición para las armas de asedio y rescata a los charr cautivos."
"1";"Torruh Barretejido agradece tu ayuda."
"2";"Busca y rescata a Faren."
"3";"Puñetazo quebrantador"
"4";"Disparo de cristal"
"5";"Rayo marcado"
"6";"Granada de hielo"
"7";"Bomba de hielo"
"8";"Portal de Abaddon"
"9";"Equipa una herramienta de recolección [lbracket]%str1%[rbracket] para recolectar materiales de artesanía de los nodos de recursos. Todos los que estén a tu alcance se marcarán en tu brújula."
"10";"Nodos de recursos"
"11";"<c=@flavor>"Estas botas sirven para aplastar la corrupción de ahí abajo".<br>—Toka Muelehachas </c>"
"12";"Botas de cuero de Sangredracona"
"13";"Botas de tela de Sangredracona"
"14";"Botas pesadas de Sangredracona"
"15";"<c=@flavor>"Esto nos ayuda a soportar las grandes cantidades de magia natural de la zona."
—Erudita Daphne</c>"
"16";"Guantes de refugio pesados"
"17";"Guantes de tela de refugio"
"18";"Guantes de cuero de refugio"
"19";"<c=@flavor>"Los draga son una de las razas más trabajadoras de Tyria. Su peculiar capacidad de excavación es inigualable".<br>—Guía de campo del Priorato sobre los draga</c>"
"20";"Yelmo pesado de Dostoiev"
"21";"<c=@flavor>"Los draga son una de las razas más trabajadoras de Tyria. Su peculiar capacidad de excavación es inigualable."<br>—Guía de campo del Priorato sobre los draga</c><br>"
"22";"Yelmo de tela de Dostoiev"
"23";"Yelmo de cuero de Dostoiev"
"24";"<c=@flavor>"Esta loriga podría soportar los disparos a quemarropa de un tanque draga sin que sintieras nada".<br>—Pionero Brokkar</c>"
"25";"Cota de Ribar pesada"
"26";"<c=@flavor>"Esta loriga podría recibir un disparo a quemarropa y tú ni lo notarías".<br>—Pionero Brokkar</c>"
"27";"Cota ligera de Ribar"
"28";"Cota de Ribar media"
"29";"Guardahombros pesados del Triángulo"
"30";"Guardahombros ligeros del Triángulo"
"31";"Guardahombros medios del Triángulo"
"32";"<c=@flavor>"Hay que mantenerse caliente. He añadido aislamiento adicional como agradecimiento".<br>—Disa</c>"
"33";"Calzas de Travelen pesadas"
"34";"Calzas ligeras de Travelen"
"35";"Calzas de Travelen medias"
"36";"Haz doble clic para ganar un Charrzuca.
<c=@flavor>"¡Explosivamente sencillo!"</c>"
"37";"Charrzuca"
"38";"<c=@flavor>"Conocer estos peligros es el único camino a la verdadera victoria. Muchos han muerto por lo que ahora sabemos."<br>—Erudita Daphne</c>"
"39";"Guía de campo del Priorato de Durmand sobre Jormag"
"40";"<c=@flavor>"Nada pondrá más a prueba tu paciencia que los skritt."
—Erudito Antal el paciente</c>"
"41";"Guía de campo del Priorato de Durmand sobre los skritt"
"42";"<c=@flavor>"Recorre rápido la senda de la Pantera de las Nieves".
—Toka Muelehachas</c>"
"43";"Tótem de la Pantera de las Nieves"
"44";"<c=@flavor>"Normalmente lo vendería, pero nos has sido de gran ayuda. Gracias".
—Disa</c>"
"45";"Cuchara conmemorativa del albergue de Travelen"
"46";"<c=@flavor>"Imágenes de grandes cacerías. Sin esos brutos del hielo malvado alrededor".
—Mokooki</c>"
"47";"Cerámica con imágenes del Cazador Mokooki."
"48";"<c=@flavor>"Los skritt sienten una gran atracción por las cosas relucientes. Algunos dicen que es por su visión subterránea mejorada".
—Guía de campo del Priorato de Durmand sobre los skritt</c>"
"49";"Cosa muy reluciente"
"50";"<c=@flavor>"Los draga son una de las razas más trabajadoras de Tyria. Su peculiar capacidad de excavación es inigualable".
—Guía de campo del Priorato sobre los draga</c>"
"51";"Guía de campo del Priorato sobre los draga"
"52";"Historia de la Ciudadela de Granito del Priorato"
"53";"Guía de supervivencia del Priorato"
"54";"<c=@flavor>"Aunque normalmente es prolijo en palabras, el Priorato tiene poco que decir en lo que se refiere al uso adecuado de las municiones: Apunta al enemigo. Apártate".
— Guía de campo del Priorato sobre las municiones</c>"
"55";"Guía de campo del Priorato sobre las municiones"
"56";"Historia de Abrazo del Pesar del Priorato"
