"0";"[null]"
"1";"[null]"
"2";"破击藤消灭者"
"3";"游侠"
"4";"[null]"
"5";"惩戒"
"6";"[null]"
"7";"(new string)"
"8";"穿刺项链"
"9";"阿苏拉冰冻波"
"10";"[null]"
"11";"[null]"
"12";"难度（1简单――5困难）"
"13";"[null]"
"14";"用于制作火炬。"
"15";"拳击"
"16";"[null]"
"17";"[null]"
"18";"出售"
"19";"践踏"
"20";"[null]"
"21";"[null]"
"22";"使用"
"23";"<c=@flavor>初版。这本书的文字全由作者亲自提笔撰写。</c>"
"24";"爆炸半径"
"25";"[null]"
"26";"螃蟹壳"
"27";"摧毁所有分身，创造一道时空裂隙。裂隙关闭时，你的生命值、耐力和技能冷却时间将返回到之前时间点的状态。每粉碎一个幻象都能提升裂隙持续时间。<br><c=@reminder>没有分身时无法激活。</c><br><c=@reminder>该技能的冷却时间无法被幻术师的其它技能重置。</c>"
"28";"商人"
"29";"变装大战技能"
"30";"(new string)"
"31";"巴萨泽审判"
"32";"[null]"
"33";"[null]"
"34";"叫醒"
"35";"[null]"
"36";"[null]"
"37";"(new string)"
"38";"天堂轻型护腕"
"39";"[null]"
"40";"[null]"
"41";"磁力光环"
"42";"出售"
"43";"[null]"
"44";"地虫洞"
"45";"(new string)"
"46";"[null]"
"47";"双击获取一整套40级护甲。"
"48";"(new string)"
"49";"冷却时间缩短"
"50";"[null]"
"51";"[null]"
"52";"出售"
"53";"[null]"
"54";"皮肤颜色"
"55";"(new string)"
"56";"打开"
"57";"塔楼"
"58";"每个症状给予自身抗性"
"59";"射击"
"60";"[null]"
"61";"顽强斗士"
"62";"用于制作钢质护腿。"
"63";"用于制作长弓。"
"64";"剧毒飞刀"
"65";"[null]"
"66";"巨人践踏"
"67";"[null]"
"68";"苍翠边界"
"69";"PR&T黄花"
"70";"长毛狮鹫巢"
"71";"狼裔步枪"
"72";"(new string)"
"73";"[null]"
"74";"荣耀宝箱"
"75";"剑柄猛击"
"76";"[null]"
"77";"[null]"
"78";"狂野打击"
"79";"双击将此外观应用至任意其他中型头部护甲上。"
"80";"<c=@flavor>"路走得越多，鞋磨得越快。有了雄狮守卫的这双鞋子，就能走两倍的路程了！"<br>——雄狮守卫吕恩</c>"
"81";"(new string)"
"82";"已获得%num1%件，共计%num2%件。"
"83";"业力"
"84";"(new string)"
"85";"<c=@flavor>"火焰。黑暗。阴影。燃烧。"<br>——密码872SQ</c>"
"86";"焦虑节杖"
"87";"遮隐废墟"
"88";"双击将此外观应用至任意其他鱼叉枪上。"
"89";"重型哨兵手套"
"90";"[null]"
"91";"启动危物机甲的自我修复机制。"
"92";"鬼门"
"93";"(new string)"
"94";"(new string)"
"95";"鬼门"
"96";"[null]"
"97";"精英技能"
"98";"<c=@flavor>"别介意半人马的血。"<br>——勒博下士</c>"
"99";"[null]"
"100";"双击将此外观应用至任意其他鱼叉枪上。"
"101";"[null]"
"102";"用于制作耳环。"
"103";"投掷巨石"
"104";"[null]"
"105";"[null]"
"106";"[null]"
"107";"[null]"
"108";"图耶尔护腿"
"109";"掘洞悬崖"
"110";"[null]"
"111";"增益盟友"
"112";"(new string)"
"113";"珊瑚白金戒指"
"114";"防御这里！"
"115";"[null]"
"116";"[null]"
"117";"[null]"
"118";"双击获取一整套80级护甲。"
"119";"[null]"
"120";"迷雾碎层"
"121";"仅限怪物蛇妖匕首"
"122";"采集"
"123";"体型"
"124";"[null]"
"125";"[null]"
"126";"(new string)"
"127";"毒云"
"128";"护甲"
"129";"[null]"
"130";"((551552))"
"131";"翡翠白金耳环"
"132";"礼物"
"133";"[null]"
"134";"(new string)"
"135";"公会物品搜索"
"136";"用于制作铁质护腿。"
"137";"噩梦之庭迫击炮"
"138";"[null]"
"139";"增强"
"140";"[null]"
"141";"(new string)"
"142";"(new string)"
"143";"(new string)"
"144";"冲锋陷阵"
"145";"[null]"
"146";"超级神秘盒"
"147";"窒息燃油"
"148";"火雨"
"149";"《激战2》决战迈古玛预购版"
"150";"盾击"
"151";"[null]"
"152";"[null]"
"153";"出售"
"154";"每秒打击"
"155";"加固城墙"
"156";"<c=@flavor>恐惧显身。</c>"
"157";"超级神秘盒"
"158";"[null]"
"159";"[null]"
"160";"[null]"
"161";"(new string)"
"162";"瓦解"
"163";"双击将此外观应用至任意其他中型头部护甲上。"
"164";"能量充能。"
"165";"复生手臂"
"166";"[null]"
"167";"(new string)"
"168";"(new string)"
"169";"[null]"
"170";"[null]"
"171";"一次性购买。双击打开。"
"172";"[null]"
"173";"[null]"
"174";"战士"
"175";"[null]"
"176";"庇护"
"177";"(new string)"
"178";"(new string)"
"179";"(new string)"
"180";"营地"
"181";"死神的低鸣"
"182";"[null]"
"183";"撕裂"
"184";"食用"
"185";"摧毁掘洞人载具和迫击炮以解除围攻。"
"186";"[null]"
"187";"%str1%向前指着。"
"188";"[null]"
"189";"<c=@flavor>"适合在雪中跋涉时穿着。"<br>——波拉</c>"
"190";"[null]"
"191";"[null]"
"192";"[null]"
"193";"(new string)"
"194";"((551844))"
"195";"出售"
"196";"双击将此外观应用至任意其他短弓上。"
"197";"践踏"
"198";"血潮海岸"
"199";"超级神秘盒"
"200";"割裂"
"201";"(new string)"
"202";"清道夫之径"
"203";"摧毁"
"204";"(new string)"
"205";"(new string)"
"206";"打开"
"207";"圣林之地（母树之心）"
"208";"出售"
"209";"[null]"
"210";"[null]"
"211";"(new string)"
